Neuron 1,Neuron 2,Type,Nbr
URADR,CEPDR,Rp,1.0
URBR,CEPDR,Rp,2.0
URBR,CEPDR,S,1.0
URYDR,CEPDR,Rp,1.0
ADLL,CEPVL,Rp,1.0
ALML,CEPVL,Sp,2.0
AVER,CEPVL,R,1.0
AVER,CEPVL,Rp,2.0
OLQVL,CEPVL,EJ,1.0
RIH,CEPVL,EJ,1.0
IL1VL,CEPVL,Rp,2.0
OLLL,CEPVL,Rp,4.0
OLLL,CEPVL,Sp,4.0
OLQVL,CEPVL,Rp,6.0
RIAL,CEPVL,Sp,1.0
RICL,CEPVL,R,1.0
RICL,CEPVL,Rp,6.0
RICR,CEPVL,Rp,4.0
RIH,CEPVL,S,1.0
RIPL,CEPVL,Rp,1.0
RIS,CEPVL,Sp,2.0
RMDDL,CEPVL,Rp,4.0
RMHL,CEPVL,Rp,1.0
SIAVL,CEPVL,R,1.0
SIAVL,CEPVL,Rp,1.0
URAVL,CEPVL,Rp,2.0
ALMR,CEPVR,S,1.0
ASGR,CEPVR,Rp,1.0
ASKR,CEPVR,Sp,1.0
AVEL,CEPVR,R,1.0
AVEL,CEPVR,Rp,4.0
OLQVR,CEPVR,EJ,1.0
RIH,CEPVR,EJ,1.0
IL1VR,CEPVR,R,1.0
IL1VR,CEPVR,Rp,1.0
IL2VR,CEPVR,Rp,2.0
OLLR,CEPVR,R,1.0
OLLR,CEPVR,Rp,6.0
OLLR,CEPVR,Sp,6.0
OLQVR,CEPVR,Rp,3.0
RIAR,CEPVR,Sp,1.0
RICL,CEPVR,Rp,2.0
RICR,CEPVR,R,2.0
RICR,CEPVR,Rp,2.0
RIH,CEPVR,S,1.0
RIH,CEPVR,Sp,1.0
RIPR,CEPVR,Rp,1.0
RIS,CEPVR,Sp,1.0
RIVL,CEPVR,Rp,1.0
RMDDR,CEPVR,Rp,2.0
RMHR,CEPVR,Rp,2.0
SIAVR,CEPVR,Rp,2.0
URAVR,CEPVR,Rp,1.0
AS01,DA01,S,2.0
AVAL,DA01,S,2.0
AVAR,DA01,S,2.0
AVDL,DA01,Sp,1.0
AVDR,DA01,Sp,2.0
AVEL,DA01,Sp,5.0
AVER,DA01,Sp,5.0
AVM,DA01,Sp,1.0
AVAL,DA01,EJ,2.0
AVAR,DA01,EJ,6.0
DA04,DA01,EJ,1.0
SABVL,DA01,EJ,2.0
SABVR,DA01,EJ,3.0
DD01,DA01,R,2.0
DD01,DA01,Rp,2.0
VD01,DA01,R,3.0
VD01,DA01,Rp,14.0
VD02,DA01,Rp,1.0
AVAL,DA02,S,2.0
AVAR,DA02,S,2.0
AVDL,DA02,S,1.0
AVDR,DA02,S,1.0
AVEL,DA02,Sp,1.0
AVER,DA02,S,1.0
AVER,DA02,Sp,2.0
AVL,DA02,S,1.0
AS02,DA02,EJ,1.0
AS03,DA02,EJ,1.0
AVAL,DA02,EJ,2.0
AVAR,DA02,EJ,2.0
SABVL,DA02,EJ,1.0
VA01,DA02,EJ,2.0
DD01,DA02,Rp,1.0
DD01,DA02,S,2.0
PVCL,DA02,S,1.0
VD01,DA02,R,2.0
VD02,DA02,R,2.0
VD02,DA02,Rp,9.0
VD03,DA02,R,3.0
VD03,DA02,Rp,2.0
AS03,DA03,S,1.0
AS04,DA03,R,1.0
AVAL,DA03,S,6.0
AVAR,DA03,S,3.0
AVDL,DA03,S,4.0
AVDR,DA03,S,1.0
AVDR,DA03,Sp,1.0
AVEL,DA03,S,1.0
AVEL,DA03,Sp,2.0
AVER,DA03,S,1.0
AS04,DA03,EJ,1.0
AVAR,DA03,EJ,2.0
DA04,DA03,R,1.0
DA04,DA03,Rp,1.0
DA04,DA03,S,1.0
DB02,DA03,S,5.0
DB03,DA03,Rp,1.0
DD02,DA03,Rp,1.0
DD02,DA03,S,1.0
VD03,DA03,R,1.0
VD03,DA03,Rp,24.0
VD04,DA03,Rp,6.0
AVAL,DA04,S,7.0
AVAR,DA04,S,6.0
AVDL,DA04,S,1.0
AVDL,DA04,Sp,1.0
AVDR,DA04,S,1.0
AVDR,DA04,Sp,1.0
AVEL,DA04,Sp,1.0
DA03,DA04,Rp,1.0
DA03,DA04,S,2.0
AVAL,DA04,EJ,3.0
AVAR,DA04,EJ,2.0
DA01,DA04,EJ,1.0
DB03,DA04,EJ,1.0
VB06,DA04,EJ,1.0
DB03,DA04,Rp,1.0
DD02,DA04,Rp,1.0
VD04,DA04,Rp,12.0
VD05,DA04,R,2.0
VD05,DA04,Rp,13.0
AVAL,DA05,S,7.0
AVAR,DA05,S,2.0
AVBR,DA05,S,1.0
AVDL,DA05,Sp,1.0
AVDR,DA05,S,2.0
AS06,DA05,EJ,2.0
AVAL,DA05,EJ,1.0
AVAR,DA05,EJ,5.0
VA04,DA05,EJ,1.0
VA05,DA05,EJ,2.0
DB04,DA05,Rp,1.0
HSNR,DA05,Sp,1.0
PVCL,DA05,S,1.0
VD05,DA05,Rp,1.0
VD06,DA05,R,4.0
VD06,DA05,Rp,12.0
AVAL,DA06,S,11.0
AVAR,DA06,S,11.0
AVAL,DA06,EJ,10.0
AVAR,DA06,EJ,2.0
HSNR,DA06,Sp,1.0
PVCL,DA06,Sp,1.0
RID,DA06,S,1.0
RID,DA06,Sp,2.0
VD04,DA06,R,2.0
VD04,DA06,Rp,2.0
VD05,DA06,R,2.0
VD05,DA06,Rp,1.0
VD06,DA06,Rp,3.0
AVAL,DA07,Sp,2.0
AVAR,DA07,Sp,3.0
AVAL,DA07,EJ,2.0
AVAL,DA08,Sp,4.0
AVAR,DA08,S,1.0
AVAR,DA08,Sp,7.0
AVDL,DA08,S,1.0
AVDR,DA08,Sp,1.0
AVG,DA08,Sp,1.0
AVAR,DA08,EJ,1.0
DA09,DA08,EJ,1.0
DVB,DA08,S,2.0
DVB,DA08,Sp,2.0
PHAR,DA08,Sp,1.0
PHBR,DA08,Sp,1.0
VA12,DA08,S,3.0
AVAL,DA09,S,2.0
AVAL,DA09,Sp,1.0
AVAR,DA09,Sp,2.0
AVDR,DA09,S,1.0
DA08,DA09,EJ,1.0
PDA,DA09,EJ,1.0
PHCL,DA09,EJ,1.0
RID,DA09,EJ,1.0
DD06,DA09,Rp,1.0
PDA,DA09,Sp,1.0
PHCL,DA09,Sp,7.0
PHCR,DA09,Sp,2.0
PVCR,DA09,Sp,1.0
PVR,DA09,S,1.0
VA12,DA09,S,5.0
VD13,DA09,R,1.0
AS01,DB01,Rp,1.0
AS02,DB01,Rp,1.0
AS02,DB01,S,1.0
AS03,DB01,Rp,1.0
AIBR,DB01,EJ,1.0
AVBR,DB01,EJ,3.0
DB02,DB01,EJ,1.0
DB04,DB01,EJ,1.0
DVA,DB01,EJ,1.0
RID,DB01,EJ,1.0
RIS,DB01,EJ,1.0
VB03,DB01,EJ,1.0
VB04,DB01,EJ,1.0
DD01,DB01,R,4.0
DD01,DB01,Rp,6.0
VD01,DB01,R,11.0
VD01,DB01,Rp,10.0
VD02,DB01,R,7.0
VD02,DB01,Rp,8.0
VD03,DB01,Rp,1.0
DA03,DB02,Rp,5.0
AVBR,DB02,EJ,1.0
DB01,DB02,EJ,1.0
DB03,DB02,EJ,6.0
VB01,DB02,EJ,2.0
DD02,DB02,R,1.0
DD02,DB02,Rp,1.0
DVA,DB02,Sp,1.0
PVCL,DB02,S,3.0
PVCR,DB02,S,1.0
PVR,DB02,S,1.0
VD03,DB02,R,7.0
VD03,DB02,Rp,16.0
VD04,DB02,R,6.0
VD04,DB02,Rp,8.0
VD05,DB02,Rp,1.0
AS04,DB03,Rp,1.0
AS05,DB03,Rp,1.0
AVAR,DB03,S,1.0
AVER,DB03,Sp,1.0
DA03,DB03,S,1.0
DA04,DB03,S,1.0
AVBL,DB03,EJ,1.0
AVBR,DB03,EJ,1.0
DA04,DB03,EJ,1.0
DB02,DB03,EJ,6.0
DB04,DB03,EJ,1.0
DD02,DB03,Rp,4.0
DD03,DB03,Rp,10.0
DVA,DB03,S,2.0
PVCL,DB03,S,4.0
PVCR,DB03,S,3.0
PVR,DB03,S,1.0
VD04,DB03,Rp,9.0
VD05,DB03,R,3.0
VD05,DB03,Rp,23.0
VD06,DB03,R,1.0
VD06,DB03,Rp,6.0
AVDR,DB04,S,1.0
DA05,DB04,S,1.0
AVBL,DB04,EJ,1.0
AVBR,DB04,EJ,1.0
DB01,DB04,EJ,1.0
DB03,DB04,EJ,1.0
VB02,DB04,EJ,1.0
VB04,DB04,EJ,1.0
DD03,DB04,Rp,3.0
DVA,DB04,S,1.0
PVCL,DB04,S,3.0
PVCR,DB04,S,4.0
VC02,DB04,S,1.0
VD06,DB04,R,7.0
VD06,DB04,Rp,6.0
AVAL,DB05,S,2.0
AVAR,DB05,S,1.0
AVAR,DB05,EJ,2.0
AVBL,DB05,EJ,1.0
AVBR,DB05,EJ,1.0
DVA,DB05,Sp,1.0
PVCL,DB05,S,2.0
PVCR,DB05,S,1.0
AVAL,DB06,Sp,1.0
AVAR,DB06,S,5.0
AVAL,DB06,EJ,3.0
AVBL,DB06,EJ,2.0
AVBR,DB06,EJ,1.0
DVA,DB06,S,2.0
PVCL,DB06,S,2.0
PVCR,DB06,S,2.0
AVBL,DB07,EJ,2.0
AVBR,DB07,EJ,1.0
DVA,DB07,S,1.0
DVA,DB07,Sp,1.0
PVCL,DB07,S,1.0
PVCL,DB07,Sp,2.0
PVCR,DB07,Sp,1.0
VA12,DB07,S,4.0
VD13,DB07,R,2.0
AS02,DD01,S,1.0
AS03,DD01,S,1.0
AVL,DD01,S,1.0
DA01,DD01,S,4.0
DA02,DD01,Rp,2.0
DA02,DD01,S,1.0
DB01,DD01,S,10.0
AVBR,DD01,EJ,1.0
DD02,DD01,EJ,1.0
VD01,DD01,EJ,4.0
VD02,DD01,EJ,2.0
PVNL,DD01,Sp,2.0
PVQR,DD01,Sp,1.0
RID,DD01,S,3.0
RID,DD01,Sp,1.0
VA01,DD01,S,9.0
VA02,DD01,S,13.0
VA03,DD01,S,18.0
VB01,DD01,Sp,1.0
VB02,DD01,S,20.0
VC01,DD01,S,7.0
VC02,DD01,S,6.0
VC03,DD01,S,2.0
VD01,DD01,S,1.0
VD02,DD01,Rp,1.0
VD02,DD01,S,1.0
AS05,DD02,S,1.0
DA03,DD02,Rp,1.0
DA03,DD02,S,1.0
DA04,DD02,S,1.0
DB02,DD02,S,2.0
DB03,DD02,S,4.0
DD01,DD02,EJ,1.0
DD03,DD02,EJ,2.0
VD04,DD02,EJ,2.0
PVPR,DD02,Sp,1.0
RID,DD02,S,3.0
RID,DD02,Sp,1.0
VA03,DD02,S,11.0
VA04,DD02,S,21.0
VA05,DD02,S,5.0
VB02,DD02,S,1.0
VB03,DD02,S,37.0
VB04,DD02,S,6.0
VC01,DD02,S,6.0
VC02,DD02,S,4.0
VC03,DD02,S,4.0
VD03,DD02,Rp,1.0
VD04,DD02,R,1.0
DB03,DD03,S,10.0
DB04,DD03,S,3.0
DD02,DD03,EJ,2.0
DD04,DD03,EJ,1.0
PVNR,DD03,S,1.0
RID,DD03,S,1.0
RID,DD03,Sp,2.0
VA05,DD03,S,13.0
VA06,DD03,S,24.0
VA07,DD03,S,3.0
VB04,DD03,S,16.0
VB05,DD03,S,27.0
VC01,DD03,S,6.0
VC02,DD03,S,9.0
VC03,DD03,S,5.0
DD03,DD04,EJ,1.0
VC03,DD04,EJ,1.0
VD08,DD04,EJ,1.0
VA07,DD04,S,12.0
VA08,DD04,S,21.0
VA09,DD04,S,3.0
VB06,DD04,S,30.0
VB07,DD04,S,2.0
VC03,DD04,S,12.0
VD08,DD04,S,1.0
VD10,DD05,EJ,1.0
PVDL,DD05,S,1.0
VA09,DD05,S,15.0
VB08,DD05,R,1.0
VB08,DD05,S,30.0
VB09,DD05,S,8.0
VD09,DD05,R,1.0
VD10,DD05,S,1.0
AVL,DD06,Sp,2.0
DA09,DD06,S,1.0
DVB,DD06,Sp,3.0
PDA,DD06,Sp,1.0
VA11,DD06,S,10.0
VA12,DD06,S,2.0
VB10,DD06,S,9.0
VB11,DD06,S,7.0
AIZL,DVA,Rp,3.0
AIZL,DVA,S,1.0
AIZR,DVA,S,1.0
AIZR,DVA,Sp,1.0
AQR,DVA,R,1.0
AQR,DVA,Rp,3.0
AUAL,DVA,Rp,1.0
AUAR,DVA,Rp,1.0
AVAL,DVA,Rp,3.0
AVAR,DVA,Rp,1.0
AVBL,DVA,Rp,1.0
AVEL,DVA,R,3.0
AVEL,DVA,Rp,6.0
AVER,DVA,R,2.0
AVER,DVA,Rp,3.0
AVKL,DVA,S,1.0
DB02,DVA,Rp,1.0
DB03,DVA,R,2.0
DB04,DVA,R,1.0
DB05,DVA,Rp,1.0
DB06,DVA,R,2.0
DB07,DVA,R,1.0
DB07,DVA,Rp,1.0
AVBL,DVA,EJ,1.0
AVBR,DVA,EJ,1.0
DB01,DVA,EJ,1.0
PVCL,DVA,EJ,1.0
PVR,DVA,EJ,2.0
FLPL,DVA,Sp,1.0
FLPR,DVA,Sp,1.0
PDEL,DVA,R,1.0
PDEL,DVA,Rp,2.0
PDEL,DVA,S,16.0
PDEL,DVA,Sp,8.0
PDER,DVA,S,19.0
PDER,DVA,Sp,16.0
PHAL,DVA,Sp,2.0
PHAR,DVA,S,1.0
PHAR,DVA,Sp,1.0
PHCL,DVA,S,4.0
PHCL,DVA,Sp,2.0
PHCR,DVA,S,3.0
PHCR,DVA,Sp,5.0
PLMR,DVA,Sp,5.0
PVCL,DVA,Rp,3.0
PVCL,DVA,Sp,4.0
PVCR,DVA,Rp,1.0
PVDR,DVA,S,2.0
PVDR,DVA,Sp,1.0
PVM,DVA,S,2.0
PVM,DVA,Sp,1.0
PVR,DVA,R,1.0
PVR,DVA,Rp,2.0
PVR,DVA,Sp,1.0
RIAL,DVA,R,1.0
RIAR,DVA,R,1.0
RIAR,DVA,Rp,1.0
RIMR,DVA,Rp,1.0
RIR,DVA,Rp,3.0
RIR,DVA,Sp,2.0
SAADR,DVA,Rp,1.0
SAAVL,DVA,Rp,1.0
SAAVR,DVA,Rp,1.0
SABD,DVA,Rp,1.0
SDQR,DVA,Sp,3.0
SMBDL,DVA,Rp,3.0
SMBDR,DVA,Rp,2.0
SMBVL,DVA,Rp,3.0
SMBVR,DVA,Rp,2.0
VA02,DVA,Rp,1.0
VA12,DVA,Rp,1.0
VB01,DVA,Rp,1.0
VB01,DVA,Sp,1.0
VB11,DVA,Rp,2.0
AVL,DVB,R,2.0
AVL,DVB,Rp,3.0
DA08,DVB,R,2.0
DA08,DVB,Rp,2.0
DD06,DVB,Rp,3.0
AS09,DVB,EJ,7.0
AVL,DVB,EJ,1.0
VA09,DVB,EJ,1.0
VB09,DVB,EJ,1.0
DVC,DVB,Rp,3.0
PDA,DVB,Rp,1.0
PHCL,DVB,Rp,1.0
PVPL,DVB,R,1.0
PVPL,DVB,Rp,1.0
AIBL,DVC,Rp,1.0
AIBR,DVC,Rp,3.0
AVAL,DVC,Rp,5.0
AVAR,DVC,Rp,7.0
AVBL,DVC,Rp,1.0
AVDR,DVC,S,1.0
AVKL,DVC,Rp,2.0
AVKR,DVC,Rp,1.0
DVB,DVC,Sp,3.0
AIBL,DVC,EJ,1.0
AIBR,DVC,EJ,2.0
AVL,DVC,EJ,9.0
PVPL,DVC,EJ,2.0
PVPR,DVC,EJ,13.0
VA09,DVC,EJ,1.0
VD01,DVC,EJ,5.0
VD10,DVC,EJ,4.0
PVPR,DVC,S,1.0
PVPR,DVC,Sp,1.0
PVQR,DVC,Sp,1.0
PVT,DVC,Rp,1.0
PVT,DVC,S,2.0
RIBL,DVC,Rp,1.0
RIBR,DVC,Rp,1.0
RIGL,DVC,R,1.0
RIGL,DVC,Rp,4.0
RIGL,DVC,Sp,1.0
RIGR,DVC,Rp,5.0
RMFL,DVC,Rp,2.0
RMFR,DVC,Rp,4.0
VC01,DVC,S,1.0
VC02,DVC,S,1.0
VC03,DVC,S,1.0
VC05,DVC,S,2.0
ADEL,FLPL,Rp,2.0
ADEL,FLPL,S,1.0
ADEL,FLPL,Sp,1.0
ADER,FLPL,Rp,2.0
ADER,FLPL,Sp,1.0
AIBL,FLPL,R,1.0
AIBL,FLPL,Rp,1.0
AIBL,FLPL,Sp,1.0
AIBR,FLPL,Rp,2.0
AVAL,FLPL,R,4.0
AVAL,FLPL,Rp,10.0
AVAR,FLPL,Rp,17.0
AVBL,FLPL,R,1.0
AVBL,FLPL,Rp,3.0
AVBR,FLPL,R,1.0
AVBR,FLPL,Rp,4.0
AVDL,FLPL,Rp,6.0
AVDR,FLPL,Rp,13.0
DVA,FLPL,Rp,1.0
AVAL,FLPL,EJ,1.0
AVDL,FLPL,EJ,1.0
FLPR,FLPL,EJ,2.0
RIH,FLPL,EJ,1.0
FLPR,FLPL,Rp,1.0
FLPR,FLPL,Sp,2.0
PVCR,FLPL,Sp,1.0
SDQL,FLPL,Sp,1.0
ADAL,FLPR,Sp,1.0
ADER,FLPR,R,1.0
ADER,FLPR,Rp,1.0
ADER,FLPR,Sp,1.0
AIBR,FLPR,Rp,1.0
AVAL,FLPR,R,2.0
AVAL,FLPR,Rp,10.0
AVAR,FLPR,Rp,5.0
AVBL,FLPR,Rp,5.0
AVBR,FLPR,Rp,1.0
AVDL,FLPR,R,2.0
AVDL,FLPR,Rp,8.0
AVDR,FLPR,Rp,1.0
AVEL,FLPR,Rp,4.0
AVER,FLPR,Rp,2.0
AVJR,FLPR,R,1.0
DVA,FLPR,Rp,1.0
FLPL,FLPR,Rp,2.0
FLPL,FLPR,Sp,1.0
AVDL,FLPR,EJ,1.0
AVDR,FLPR,EJ,1.0
FLPL,FLPR,EJ,2.0
PVCL,FLPR,Rp,2.0
VB01,FLPR,Rp,1.0
AIAL,HSNL,Rp,1.0
AIAL,HSNL,S,1.0
AIMR,HSNL,Sp,1.0
AIYR,HSNL,Sp,1.0
AIZL,HSNL,Rp,2.0
AIZR,HSNL,Rp,1.0
ASHL,HSNL,Rp,1.0
ASHR,HSNL,Rp,2.0
ASJL,HSNL,Sp,1.0
ASJR,HSNL,R,1.0
ASKL,HSNL,Rp,1.0
AVDR,HSNL,Rp,2.0
AVFL,HSNL,R,1.0
AVFL,HSNL,Rp,5.0
AVFL,HSNL,Sp,1.0
AVJL,HSNL,R,1.0
AVJL,HSNL,Rp,1.0
AWBL,HSNL,R,1.0
AWBL,HSNL,Rp,1.0
AWBR,HSNL,Rp,2.0
BDUL,HSNL,Sp,1.0
HSNR,HSNL,EJ,1.0
HSNR,HSNL,Rp,3.0
HSNR,HSNL,S,1.0
PLML,HSNL,S,1.0
PVQL,HSNL,Sp,2.0
RIFL,HSNL,Rp,3.0
RIML,HSNL,Rp,2.0
RIR,HSNL,Sp,1.0
SABVL,HSNL,Rp,2.0
VC05,HSNL,R,3.0
VC05,HSNL,S,1.0
AIBL,HSNR,Rp,1.0
AIBR,HSNR,Rp,1.0
AIMR,HSNR,Sp,2.0
AIYL,HSNR,Sp,1.0
AIZL,HSNR,Rp,1.0
AIZR,HSNR,Rp,1.0
AS05,HSNR,R,1.0
ASHL,HSNR,Rp,2.0
ASHR,HSNR,Sp,1.0
ASJL,HSNR,Sp,1.0
ASJR,HSNR,Sp,1.0
AVBR,HSNR,S,1.0
AVDR,HSNR,Rp,1.0
AVFL,HSNR,R,1.0
AVFL,HSNR,Rp,1.0
AVFR,HSNR,S,1.0
AVJL,HSNR,Rp,1.0
AVJL,HSNR,S,1.0
AVL,HSNR,R,1.0
AVL,HSNR,S,1.0
AWBL,HSNR,Rp,1.0
BDUR,HSNR,Rp,1.0
BDUR,HSNR,S,1.0
BDUR,HSNR,Sp,3.0
DA05,HSNR,Rp,1.0
DA06,HSNR,Rp,1.0
HSNL,HSNR,EJ,1.0
HSNL,HSNR,R,1.0
HSNL,HSNR,Sp,3.0
PLMR,HSNR,S,1.0
PVNR,HSNR,EJ,1.0
PVNR,HSNR,R,1.0
PVNR,HSNR,Rp,1.0
PVNR,HSNR,Sp,1.0
PVQR,HSNR,Rp,1.0
PVQR,HSNR,S,1.0
RIFR,HSNR,R,1.0
RIFR,HSNR,Rp,3.0
RIFR,HSNR,Sp,1.0
RMGR,HSNR,Rp,1.0
SABD,HSNR,R,1.0
SABVR,HSNR,Rp,1.0
VA06,HSNR,Rp,1.0
VC02,HSNR,R,1.0
VC02,HSNR,Rp,2.0
VC03,HSNR,R,1.0
VC03,HSNR,S,1.0
VD04,HSNR,R,2.0
CEPDL,IL1DL,Sp,4.0
IL1DR,IL1DL,EJ,1.0
IL1L,IL1DL,EJ,1.0
OLLL,IL1DL,EJ,1.0
RMEV,IL1DL,EJ,1.0
IL1L,IL1DL,S,1.0
IL2DL,IL1DL,Sp,7.0
PVR,IL1DL,R,1.0
PVR,IL1DL,Sp,1.0
RIH,IL1DL,Rp,1.0
RIPL,IL1DL,Rp,2.0
RMDDR,IL1DL,Rp,1.0
RMDVL,IL1DL,Rp,4.0
URADL,IL1DL,Sp,2.0
URYDL,IL1DL,Rp,1.0
CEPDR,IL1DR,Sp,5.0
IL1DL,IL1DR,EJ,1.0
IL1R,IL1DR,EJ,1.0
OLLR,IL1DR,EJ,1.0
RMEV,IL1DR,EJ,1.0
IL1R,IL1DR,S,1.0
IL2DR,IL1DR,Sp,7.0
OLLR,IL1DR,Sp,2.0
PVR,IL1DR,Sp,1.0
RIPR,IL1DR,Rp,5.0
RMDVR,IL1DR,Rp,5.0
URADR,IL1DR,Sp,1.0
ADEL,IL1L,Sp,1.0
AVER,IL1L,Rp,2.0
IL1DL,IL1L,R,1.0
IL1DL,IL1L,EJ,1.0
IL1VL,IL1L,EJ,1.0
IL1VL,IL1L,Sp,1.0
IL2L,IL1L,Sp,1.0
RMDDL,IL1L,Rp,5.0
RMDL,IL1L,Rp,1.0
RMDR,IL1L,Rp,3.0
RMDVL,IL1L,Rp,4.0
RMDVR,IL1L,Rp,2.0
RMER,IL1L,Rp,1.0
URBL,IL1L,Sp,1.0
AVEL,IL1R,Rp,1.0
AVER,IL1R,Rp,1.0
CEPDR,IL1R,Sp,1.0
IL1DR,IL1R,R,1.0
IL1DR,IL1R,EJ,1.0
IL1VR,IL1R,EJ,1.0
IL1VR,IL1R,Sp,1.0
IL2R,IL1R,Sp,1.0
RIAR,IL1R,Sp,1.0
RMDDL,IL1R,Rp,3.0
RMDDR,IL1R,Rp,2.0
RMDL,IL1R,R,1.0
RMDL,IL1R,Rp,3.0
RMDR,IL1R,Rp,2.0
RMDVL,IL1R,Rp,1.0
RMDVR,IL1R,Rp,4.0
RMEL,IL1R,Rp,2.0
RMHL,IL1R,Rp,1.0
URAVR,IL1R,Sp,1.0
URBR,IL1R,Sp,3.0
URXR,IL1R,Rp,2.0
CEPVL,IL1VL,Sp,2.0
IL1L,IL1VL,Rp,1.0
IL1L,IL1VL,EJ,1.0
IL1VR,IL1VL,EJ,1.0
RMED,IL1VL,EJ,1.0
IL2VL,IL1VL,Sp,7.0
OLLL,IL1VL,Sp,2.0
OLQVL,IL1VL,S,1.0
OLQVL,IL1VL,Sp,1.0
PVR,IL1VL,Sp,1.0
RIPL,IL1VL,Rp,4.0
RMDDL,IL1VL,Rp,5.0
URYVL,IL1VL,Rp,1.0
URYVL,IL1VL,Sp,1.0
CEPVR,IL1VR,S,1.0
CEPVR,IL1VR,Sp,1.0
IL1R,IL1VR,Rp,1.0
IL1R,IL1VR,EJ,1.0
IL1VL,IL1VR,EJ,1.0
IL2R,IL1VR,EJ,1.0
IL2VR,IL1VR,Rp,1.0
IL2VR,IL1VR,Sp,6.0
OLLR,IL1VR,Sp,1.0
OLQVR,IL1VR,Sp,1.0
PVR,IL1VR,Sp,1.0
RIPR,IL1VR,R,1.0
RIPR,IL1VR,Rp,5.0
RMDDR,IL1VR,Rp,10.0
RMER,IL1VR,Rp,1.0
URYVR,IL1VR,Sp,1.0
AUAL,IL2DL,R,1.0
IL1DL,IL2DL,Rp,7.0
OLQDL,IL2DL,Rp,2.0
RIBL,IL2DL,Rp,1.0
RIPL,IL2DL,Rp,10.0
RMEL,IL2DL,Rp,4.0
RMER,IL2DL,Rp,3.0
URADL,IL2DL,R,1.0
URADL,IL2DL,Rp,2.0
CEPDR,IL2DR,Rp,1.0
IL1DR,IL2DR,Rp,7.0
RICR,IL2DR,Rp,1.0
RIPR,IL2DR,Rp,11.0
RMED,IL2DR,Rp,1.0
RMEL,IL2DR,Rp,2.0
RMER,IL2DR,Rp,2.0
RMEV,IL2DR,Rp,1.0
URADR,IL2DR,Rp,3.0
ADEL,IL2L,Rp,2.0
ADEL,IL2L,S,1.0
ADEL,IL2L,Sp,1.0
AVEL,IL2L,Rp,1.0
IL1L,IL2L,Rp,1.0
RMGL,IL2L,EJ,1.0
IL2VL,IL2L,Sp,1.0
OLQDL,IL2L,R,2.0
OLQDL,IL2L,Rp,3.0
OLQVL,IL2L,R,2.0
OLQVL,IL2L,Rp,6.0
RICL,IL2L,Rp,1.0
RIH,IL2L,Rp,7.0
RIH,IL2L,Sp,2.0
RMDL,IL2L,R,1.0
RMDL,IL2L,Rp,2.0
RMDR,IL2L,Rp,1.0
RMER,IL2L,Rp,2.0
RMEV,IL2L,Rp,2.0
URXL,IL2L,Rp,2.0
ADER,IL2R,R,1.0
ADER,IL2R,Rp,1.0
IL1R,IL2R,Rp,1.0
IL1VR,IL2R,EJ,1.0
RMGR,IL2R,EJ,1.0
URXR,IL2R,EJ,1.0
OLLR,IL2R,R,1.0
OLLR,IL2R,Rp,1.0
OLLR,IL2R,S,1.0
OLQDR,IL2R,Rp,2.0
OLQVR,IL2R,R,2.0
OLQVR,IL2R,Rp,5.0
RIH,IL2R,Rp,6.0
RIH,IL2R,Sp,1.0
RMDL,IL2R,R,1.0
RMDL,IL2R,Rp,1.0
RMEL,IL2R,Rp,2.0
RMEV,IL2R,Rp,1.0
URBR,IL2R,R,1.0
URBR,IL2R,S,1.0
BAGR,IL2VL,Rp,1.0
IL1VL,IL2VL,Rp,7.0
IL2L,IL2VL,Rp,1.0
OLQVL,IL2VL,Rp,1.0
OLQVL,IL2VL,Sp,1.0
RIAL,IL2VL,Rp,1.0
RIH,IL2VL,Rp,2.0
RIPL,IL2VL,Rp,11.0
RMEL,IL2VL,R,1.0
RMEL,IL2VL,Rp,1.0
RMER,IL2VL,Rp,4.0
RMEV,IL2VL,Rp,1.0
URAVL,IL2VL,Rp,3.0
CEPVR,IL2VR,Sp,2.0
IL1VR,IL2VR,Rp,6.0
IL1VR,IL2VR,Sp,1.0
OLQVR,IL2VR,R,1.0
OLQVR,IL2VR,Rp,1.0
RIAR,IL2VR,Rp,2.0
RIH,IL2VR,R,1.0
RIH,IL2VR,Rp,2.0
RIPR,IL2VR,R,1.0
RIPR,IL2VR,Rp,14.0
RMEL,IL2VR,Rp,3.0
RMER,IL2VR,Rp,2.0
RMEV,IL2VR,Rp,3.0
URAVR,IL2VR,Rp,4.0
URXR,IL2VR,Rp,1.0
AVAL,LUAL,Rp,5.0
AVAL,LUAL,Sp,1.0
AVAR,LUAL,R,1.0
AVAR,LUAL,Rp,5.0
AVAR,LUAL,Sp,1.0
AVDL,LUAL,Rp,4.0
AVDL,LUAL,Sp,1.0
AVDR,LUAL,Rp,2.0
AVDR,LUAL,Sp,2.0
AVJL,LUAL,Rp,1.0
AVAL,LUAL,EJ,1.0
PLML,LUAL,EJ,1.0
PVR,LUAL,EJ,1.0
PHBL,LUAL,Rp,1.0
PHCL,LUAL,Sp,1.0
PVNL,LUAL,Rp,1.0
PVWL,LUAL,Rp,1.0
VA12,LUAL,S,2.0
AVAL,LUAR,Rp,3.0
AVAR,LUAR,Rp,7.0
AVAR,LUAR,Sp,3.0
AVDL,LUAR,Rp,1.0
AVDR,LUAR,Rp,3.0
AVJR,LUAR,Rp,1.0
